"ts","checkin_terminal","airline_grouped_hash","pax_arrival_profile"
"2023-06-16 11:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","59"
"2023-06-16 11:15:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","58"
"2023-06-16 11:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","60"
"2023-06-16 11:30:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","58"
"2023-06-16 11:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","62"
"2023-06-16 11:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","62"
"2023-06-16 12:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","72"
"2023-06-16 12:15:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","85"
"2023-06-16 12:30:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","93"
"2023-06-16 12:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","99"
"2023-06-16 12:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","100"
"2023-06-16 12:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","102"
"2023-06-16 13:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","96"
"2023-06-16 13:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","93"
"2023-06-16 13:15:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","98"
"2023-06-16 13:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","100"
"2023-06-16 13:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","103"
"2023-06-16 13:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","100"
"2023-06-16 14:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","114"
"2023-06-16 14:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","105"
"2023-06-16 14:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","105"
"2023-06-16 15:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","102"
"2023-06-16 15:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","103"
"2023-06-16 15:15:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","103"
"2023-06-16 15:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","106"
"2023-06-16 15:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","113"
"2023-06-16 15:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","116"
"2023-06-16 16:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","116"
"2023-06-16 16:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","113"
"2023-06-16 16:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","114"
"2023-06-16 16:15:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","114"
"2023-06-16 16:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","112"
"2023-06-16 16:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","87"
"2023-06-16 16:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","88"
"2023-06-16 16:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","81"
"2023-06-16 17:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","80"
"2023-06-16 17:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","80"
"2023-06-16 17:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","74"
"2023-06-16 17:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","80"
"2023-06-16 17:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","75"
"2023-06-16 18:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","80"
"2023-06-16 18:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","89"
"2023-06-16 18:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","111"
"2023-06-16 18:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","113"
"2023-06-16 18:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","111"
"2023-06-16 19:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","112"
"2023-06-16 19:15:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","106"
"2023-06-16 19:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","107"
"2023-06-16 19:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","98"
"2023-06-16 19:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","91"
"2023-06-16 20:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","93"
"2023-06-16 20:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","89"
"2023-06-16 20:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","92"
"2023-06-16 20:30:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","88"
"2023-06-16 20:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","90"
"2023-06-16 20:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","93"
"2023-06-16 20:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","89"
"2023-06-16 21:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","91"
"2023-06-16 21:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","93"
"2023-06-16 21:15:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","89"
"2023-06-16 21:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","83"
"2023-06-16 21:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","78"
"2023-06-16 21:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","75"
"2023-06-16 21:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","74"
"2023-06-16 22:15:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","67"
"2023-06-16 22:30:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","70"
"2023-06-16 22:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","70"
"2023-06-16 22:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","72"
"2023-06-16 23:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","74"
"2023-06-16 23:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","73"
"2023-06-16 23:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","74"
"2023-06-16 23:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","73"
"2023-06-16 23:40:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","69"
"2023-06-17 00:00:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","67"
"2023-06-17 00:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","65"
"2023-06-17 00:15:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","62"
"2023-06-17 00:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","63"
"2023-06-17 00:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","57"
"2023-06-17 00:30:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","54"
"2023-06-17 00:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","51"
"2023-06-17 00:50:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","45"
"2023-06-17 00:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","39"
"2023-06-17 01:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","27"
"2023-06-17 01:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","25"
"2023-06-17 01:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","15"
"2023-06-17 01:35:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","7"
"2023-06-17 01:45:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","4"
"2023-06-17 01:55:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","5"
"2023-06-17 02:05:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","6"
"2023-06-17 02:10:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","7"
"2023-06-17 02:20:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","8"
"2023-06-17 02:25:00.000 +0300","B","7bac920cc30511dfb81ca2242b293990","8"
